timestamp,latitude,longitude,mobility,RSSI,SINR,RSRP,RSRQ,bandwidth
2023-01-01 00:00:00,24.87341780632895,84.07646060311029,20,-93.92717022094374,12.535407484429488,-91.08159025481817,-12.445486452097608,73.58972742190508
2023-01-01 00:00:01,26.027454781104186,83.3174118032689,100,-91.75111661038697,13.429301385895663,-94.962306847712,-11.231821966762126,29.622771508821383
2023-01-01 00:00:02,19.124093114489362,79.28302737393837,60,-82.66708653841772,10.87269379708626,-91.72593397817589,-13.737795941777247,42.37175684395654
2023-01-01 00:00:03,22.22689473321649,77.93075404618199,20,-92.04323995783618,11.442991350116328,-100.07158523365393,-10.147665897996232,61.374431484483026
2023-01-01 00:00:04,26.31899700176888,74.6175884997844,0,-78.3241941687802,16.73750768811347,-94.2830686838509,-8.825762624144001,94.51994291454794
2023-01-01 00:00:05,22.838075528496198,79.69313119865792,0,-85.42672174498202,15.526461493090967,-98.49631603691958,-12.694849934917388,91.38716458771496
2023-01-01 00:00:06,22.447043902281578,75.92120410723021,0,-84.48643177633285,16.966346030361894,-101.1018682653811,-9.965959458754106,98.18663649494532
2023-01-01 00:00:07,28.03974623994136,78.74335813689375,60,-86.67023780564736,15.856057558803347,-99.30553939035508,-11.609304056352837,48.91968997690872
2023-01-01 00:00:08,24.249210672680952,75.17714716002185,60,-80.36291296873766,17.817354404590382,-97.7223854588793,-8.662398329271523,70.40269237593364
2023-01-01 00:00:09,20.828674807845672,78.0287378352454,60,-80.30104067333794,18.51285599261998,-88.77652736488074,-14.628814182597807,71.84952127752027
2023-01-01 00:00:10,23.48615354427042,73.45328642284403,0,-82.98967388852697,8.033133520535584,-97.8547019974633,-8.576222303902005,76.12608844565791
2023-01-01 00:00:11,23.927377132021768,72.89155265452348,100,-81.61126536455411,11.58276139834255,-101.35770125139112,-13.63551319490604,29.554987332687
2023-01-01 00:00:12,28.392950523547505,86.02262018779722,60,-86.27253801952256,14.074496170039845,-94.34261288751665,-10.419880692446787,56.295194705696694
2023-01-01 00:00:13,25.823085620340514,82.54721442475471,0,-81.74678195854571,14.909289898050636,-94.85409669661162,-11.417836232965398,88.35877486031809
2023-01-01 00:00:14,23.934320240487473,81.7325331428198,0,-87.02726665284284,12.319637704727866,-97.46026506005099,-10.721405853617723,76.23407499960483
2023-01-01 00:00:15,23.103912229568543,80.60966904818511,0,-84.98661026702558,18.64809468395322,-95.80611732923063,-13.058781513554868,92.26765525177743
2023-01-01 00:00:16,27.69720207628047,83.84628349490477,20,-86.64786249619779,22.919793473162393,-90.11886457001715,-6.6797247189724365,98.42821579549693
2023-01-01 00:00:17,25.136440224630253,83.98971719643045,20,-87.74331123591517,15.744647822326936,-91.64647117300412,-12.573126155220674,78.11607652998609
2023-01-01 00:00:18,22.382824491147947,87.01582079273548,20,-89.13467078633074,15.337364128792846,-92.07884896563135,-12.41530721195145,81.92395305474089
2023-01-01 00:00:19,23.41398843721534,76.51503960001295,0,-82.19385937684669,18.397825020417326,-100.91839392260115,-6.410358829828965,94.21194712390016
2023-01-01 00:00:20,21.642185441930515,84.73502190999866,60,-77.13636452311923,7.536640979186256,-80.56725969142339,-9.354596727848673,31.4981374574021
2023-01-01 00:00:21,28.124072473896625,87.86559765143221,0,-77.97338816998264,15.113875761753642,-89.74373894862889,-12.508513046921196,80.67467000083586
2023-01-01 00:00:22,25.668478307677724,73.24113226485657,0,-92.53939201567262,18.91614330187007,-92.41485718404564,-10.257575351807692,93.48401633877795
2023-01-01 00:00:23,22.726833491469517,78.48457847111095,20,-77.26478169155877,12.427384011195553,-100.82155887198604,-10.471458938571597,74.6991066539241
2023-01-01 00:00:24,20.740525423424828,79.42774518767106,20,-86.90895100970758,10.093757680392137,-90.26134943632947,-13.375301675149261,62.6380803620489
2023-01-01 00:00:25,20.681681306533353,85.29185144135677,60,-81.39560190912646,14.256777559600886,-97.50564255149663,-11.516525188036457,57.13430688990653
2023-01-01 00:00:26,23.53855108070361,73.0088999135458,0,-90.43729199228326,14.757258267192318,-95.97135402317983,-10.052761423750601,78.53176913808879
2023-01-01 00:00:27,23.441886974781067,81.89901688845305,20,-84.14812051675597,11.365390872338166,-103.40389638029642,-7.467164188324896,69.22367240296194
2023-01-01 00:00:28,22.968992068290756,86.36719791223244,20,-83.11766090261855,23.384645104203805,-101.20741542970255,-10.37765968645206,98.6505256788627
2023-01-01 00:00:29,27.092157272230025,75.04393128847833,0,-93.90762875151792,13.085214475968218,-92.80726750586433,-10.227290415228014,88.66405339400937
2023-01-01 00:00:30,28.302239610363586,74.55671897631728,60,-81.35039700193487,10.385362594293724,-89.96882662364754,-11.630333341920398,46.73462533997845
2023-01-01 00:00:31,22.37082014324476,87.99675386834137,0,-76.9243899529701,14.625514723717554,-91.57547790102483,-7.808218437583531,90.3781222049078
2023-01-01 00:00:32,21.79880102443963,85.35457580742464,0,-86.04788767408976,18.631442550817965,-91.74590501628526,-8.195356496998098,106.3073211047781
2023-01-01 00:00:33,26.316052429967826,83.40076143429438,100,-76.83899121503192,15.069656995992924,-95.32383228479853,-8.421330454036966,37.873644106228724
2023-01-01 00:00:34,23.273032973610484,78.86451473545087,100,-86.13816096071444,16.94237568017601,-97.03353507683106,-9.776322269860836,50.024933260192185
2023-01-01 00:00:35,21.066901631991758,85.78023720736704,60,-79.9024928137203,11.513957622667371,-93.55552428217304,-13.197147123807353,49.404704394556425
2023-01-01 00:00:36,20.718922992689222,86.82614968422337,20,-98.3114197957066,20.950753785614054,-90.89295838449863,-7.82666020231393,89.70553895688982
2023-01-01 00:00:37,21.665393704716152,83.93260993059407,0,-70.48733332411922,17.246844111673774,-94.97568872533205,-9.885340504124438,92.57386275698272
2023-01-01 00:00:38,19.012574472383477,78.85104065214668,60,-76.02725052854225,19.19080627551044,-88.94873990043297,-10.617183042972687,65.44363821311609
2023-01-01 00:00:39,27.943584416523862,81.66976403909524,20,-86.70775302552207,16.460642529900678,-96.07534631908004,-9.103081876214738,78.79870614434844
2023-01-01 00:00:40,23.087364327266386,74.29746239719097,0,-96.8325341598629,18.299536150915138,-99.90139467648025,-9.551620592343967,92.88144264204126
2023-01-01 00:00:41,19.787048134165524,75.2019112216359,20,-83.27182979016706,11.50778976129109,-95.051811210205,-12.138395987123799,67.2527190944109
2023-01-01 00:00:42,20.567092719270452,84.70216761196053,0,-93.66355328244254,13.03435833324175,-94.47013860870216,-10.64159572297209,86.13963241097453
2023-01-01 00:00:43,22.071709189378847,73.2455951767273,100,-82.33087877465508,20.38592238222412,-95.41015033638205,-13.808185584831325,42.45845681827432
2023-01-01 00:00:44,24.241092459741832,73.54777915899625,0,-82.53060568501431,21.238967789135856,-88.5967221955887,-9.827946730802084,104.5330802504066
2023-01-01 00:00:45,25.685302753872957,80.52195707210647,60,-90.64841901401215,10.411737601123694,-90.9734900963798,-7.33974446539772,46.63047639606699
2023-01-01 00:00:46,21.92458629431099,75.39204499913235,20,-78.27419785831373,15.99894427145525,-102.15470494310856,-13.591230274936951,86.9194360642082
2023-01-01 00:00:47,28.09735658108736,77.26430198029212,20,-80.16655178316296,13.27622479805909,-87.32816492900857,-9.742743860377049,71.36221130732422
2023-01-01 00:00:48,26.222963076907238,78.86223765676303,20,-79.14505997626861,12.211874122540554,-108.70708530414586,-8.663042932410955,76.18819317363752
2023-01-01 00:00:49,26.845088313956282,80.73828208991401,0,-84.94685377798663,16.139358781421798,-84.24487813573751,-8.367286032551066,86.04890055217103
2023-01-01 00:00:50,22.074634043932654,77.10972776341492,100,-93.49314440148224,19.563851729461632,-96.43652756778438,-11.492379521641757,46.63464706441357
2023-01-01 00:00:51,22.619131455933665,80.14990633020584,60,-79.13276636673318,16.806649893136775,-95.9478386832575,-12.204461459330007,64.09990726409322
2023-01-01 00:00:52,24.111586951317914,78.434405603158,100,-86.62222839481474,13.72195020032386,-95.3000811948682,-11.174103930245067,37.343716940345814
2023-01-01 00:00:53,23.291121136583,74.03167286558585,60,-93.33868085915601,17.05944471974064,-93.0739728357991,-7.618257940081096,61.32278645639376
2023-01-01 00:00:54,21.468972014263667,85.98033622213589,20,-76.88776380415405,13.560095305676395,-95.00131600633422,-13.419111290647926,75.01444967545626
2023-01-01 00:00:55,28.47407371681316,77.07676172871982,100,-72.40355487698494,16.64845720292241,-95.66697594418633,-12.431933990103621,40.79939912299369
2023-01-01 00:00:56,27.059396994865136,82.06247364543908,0,-85.24748877387522,20.585862801822934,-88.45540845321908,-10.917538969051565,105.42155497263185
2023-01-01 00:00:57,21.260879772350243,81.46096327213264,0,-72.04527307238025,6.691361362796689,-92.17201960124575,-11.951342435824273,65.99544282043293
2023-01-01 00:00:58,27.477786174501894,75.82733509171489,0,-84.4521116283319,18.189009194160136,-99.79401927185381,-10.083345470828077,94.35780573755753
2023-01-01 00:00:59,24.575416680243382,73.25536419054208,20,-87.28273542499811,8.843780313718126,-91.29663042832138,-7.170948121142491,67.06583216807526
2023-01-01 00:01:00,19.11933946419558,85.82535750514215,20,-88.78275072511286,19.913310842177847,-92.3794649840833,-12.407636893616488,90.83455443454307
2023-01-01 00:01:01,22.28843811918125,80.36488580325445,0,-75.17750555204354,12.451897560508558,-97.7263686279061,-10.292732352995532,84.47138111890703
2023-01-01 00:01:02,19.24446121443925,79.09990622424125,60,-89.68086328832663,10.129314489574064,-91.0393078681892,-10.016501938800953,57.81612379276287
2023-01-01 00:01:03,19.833820046609084,84.39623982847651,20,-80.58838414015008,17.78107690835499,-95.7878630061152,-10.669172497135921,74.52670237981113
2023-01-01 00:01:04,20.700284411413065,73.30401561010271,0,-88.35498301035526,16.456680252569644,-96.10836736062551,-13.156849952162442,86.00437391766286
2023-01-01 00:01:05,23.601787114828934,84.43127231251931,20,-87.76184057544617,11.003252388153367,-96.24456558716467,-11.275651044353781,62.869219989168954
2023-01-01 00:01:06,22.622242720064627,79.0154998432806,0,-78.8185018361826,9.988000971326425,-107.140590284762,-11.269672703099591,70.70215289323363
2023-01-01 00:01:07,20.41546363317901,81.18468032086906,60,-87.28022107773612,14.250074050034872,-97.633496664673,-8.732992088724844,62.740852470309626
2023-01-01 00:01:08,22.748276539203893,84.23707645630743,0,-87.42877227652176,10.183652199315214,-91.434133789372,-9.16084140460299,62.12345102333243
2023-01-01 00:01:09,21.89122516578936,81.11152099875498,100,-78.20317181695115,10.75410810830549,-95.11205621451882,-13.103791499061595,29.293606898288175
2023-01-01 00:01:10,22.89648141962634,73.73893779661496,60,-75.41561624067026,15.462483161685734,-101.42593214927875,-10.774272716033558,50.99261723545105
